ResponseID,Question,Response
R_6zMVC9kuhl7oD5j,Timing-Last Click.15,0
R_9ua0FR0zNLyRqa9,Timing-Last Click.15,0
R_eyQ92M2faxNQWFf,Timing-Last Click.15,0
R_7379KPKAfmA5Sy9,Timing-Last Click.15,0
R_8868VvS8DH4InYh,Timing-Page Submit.15,0.564
R_brBsncrK2secV7v,Timing-Page Submit.15,0.758
R_cIay1PiBWtSgPpr,Timing-Page Submit.15,0.621
R_4IrZFD1AjeRZm1T,Timing-Page Submit.15,0.849
R_8finadprGjxTKTP,Timing-Page Submit.15,0.623
R_ahZZOGMuJqHBtGd,Timing-Page Submit.15,0.648
R_249FSn3J0TI9ZWt,Timing-Page Submit.15,0.594
R_0H5BNGYtHbJlJLn,Timing-Page Submit.15,0.729
R_20ntoiSqvPVfdTT,Timing-Page Submit.15,0.894
R_4H1Izll8EGknlaJ,Timing-Page Submit.15,1.008
R_8hTzTWhIt3n7AHz,Timing-Page Submit.15,0.573
R_1MqpDS8VpRmCxGR,Timing-Page Submit.15,0.736
R_3XikxXHI9f3RNY1,Timing-Page Submit.15,0.114
R_bawhqfyJXOGMbZz,Timing-Page Submit.15,0.652
R_9STal68um6rtI45,Timing-Page Submit.15,1.066
R_3NMmCSjk8xZPyHH,Timing-Page Submit.15,1.942
R_6zMVC9kuhl7oD5j,Timing-Page Submit.15,0.625
R_9ua0FR0zNLyRqa9,Timing-Page Submit.15,0.756
R_eyQ92M2faxNQWFf,Timing-Page Submit.15,0.829
R_7379KPKAfmA5Sy9,Timing-Page Submit.15,0.729
R_8868VvS8DH4InYh,Timing-Click Count.15,0
R_brBsncrK2secV7v,Timing-Click Count.15,0
R_cIay1PiBWtSgPpr,Timing-Click Count.15,0
R_4IrZFD1AjeRZm1T,Timing-Click Count.15,0
R_8finadprGjxTKTP,Timing-Click Count.15,0
R_ahZZOGMuJqHBtGd,Timing-Click Count.15,0
R_249FSn3J0TI9ZWt,Timing-Click Count.15,0
R_0H5BNGYtHbJlJLn,Timing-Click Count.15,0
R_20ntoiSqvPVfdTT,Timing-Click Count.15,0
R_4H1Izll8EGknlaJ,Timing-Click Count.15,0
R_8hTzTWhIt3n7AHz,Timing-Click Count.15,0
R_1MqpDS8VpRmCxGR,Timing-Click Count.15,0
R_3XikxXHI9f3RNY1,Timing-Click Count.15,0
R_bawhqfyJXOGMbZz,Timing-Click Count.15,0
R_9STal68um6rtI45,Timing-Click Count.15,0
R_3NMmCSjk8xZPyHH,Timing-Click Count.15,0
R_6zMVC9kuhl7oD5j,Timing-Click Count.15,0
R_9ua0FR0zNLyRqa9,Timing-Click Count.15,0
R_eyQ92M2faxNQWFf,Timing-Click Count.15,0
R_7379KPKAfmA5Sy9,Timing-Click Count.15,0
R_8868VvS8DH4InYh,"""TO /  RESPECT""B = positive     /         N = negative",2
R_brBsncrK2secV7v,"""TO /  RESPECT""B = positive     /         N = negative",1
R_cIay1PiBWtSgPpr,"""TO /  RESPECT""B = positive     /         N = negative",1
R_4IrZFD1AjeRZm1T,"""TO /  RESPECT""B = positive     /         N = negative",1
R_8finadprGjxTKTP,"""TO /  RESPECT""B = positive     /         N = negative",1
R_ahZZOGMuJqHBtGd,"""TO /  RESPECT""B = positive     /         N = negative",1
R_249FSn3J0TI9ZWt,"""TO /  RESPECT""B = positive     /         N = negative",1
R_0H5BNGYtHbJlJLn,"""TO /  RESPECT""B = positive     /         N = negative",1
R_20ntoiSqvPVfdTT,"""TO /  RESPECT""B = positive     /         N = negative",1
R_4H1Izll8EGknlaJ,"""TO /  RESPECT""B = positive     /         N = negative",1
R_8hTzTWhIt3n7AHz,"""TO /  RESPECT""B = positive     /         N = negative",1
R_1MqpDS8VpRmCxGR,"""TO /  RESPECT""B = positive     /         N = negative",1
R_3XikxXHI9f3RNY1,"""TO /  RESPECT""B = positive     /         N = negative",1
R_bawhqfyJXOGMbZz,"""TO /  RESPECT""B = positive     /         N = negative",1
R_9STal68um6rtI45,"""TO /  RESPECT""B = positive     /         N = negative",1
R_3NMmCSjk8xZPyHH,"""TO /  RESPECT""B = positive     /         N = negative",1
R_6zMVC9kuhl7oD5j,"""TO /  RESPECT""B = positive     /         N = negative",1
R_9ua0FR0zNLyRqa9,"""TO /  RESPECT""B = positive     /         N = negative",1
R_eyQ92M2faxNQWFf,"""TO /  RESPECT""B = positive     /         N = negative",1
R_7379KPKAfmA5Sy9,"""TO /  RESPECT""B = positive     /         N = negative",1
R_8868VvS8DH4InYh,Timing-First Click.16,0
R_brBsncrK2secV7v,Timing-First Click.16,0
R_cIay1PiBWtSgPpr,Timing-First Click.16,0
R_4IrZFD1AjeRZm1T,Timing-First Click.16,0
R_8finadprGjxTKTP,Timing-First Click.16,0
R_ahZZOGMuJqHBtGd,Timing-First Click.16,0
R_249FSn3J0TI9ZWt,Timing-First Click.16,0
R_0H5BNGYtHbJlJLn,Timing-First Click.16,0
R_20ntoiSqvPVfdTT,Timing-First Click.16,0
R_4H1Izll8EGknlaJ,Timing-First Click.16,0
R_8hTzTWhIt3n7AHz,Timing-First Click.16,0
R_1MqpDS8VpRmCxGR,Timing-First Click.16,0
R_3XikxXHI9f3RNY1,Timing-First Click.16,0
R_bawhqfyJXOGMbZz,Timing-First Click.16,0
R_9STal68um6rtI45,Timing-First Click.16,0
R_3NMmCSjk8xZPyHH,Timing-First Click.16,0
R_6zMVC9kuhl7oD5j,Timing-First Click.16,0
R_9ua0FR0zNLyRqa9,Timing-First Click.16,0
R_eyQ92M2faxNQWFf,Timing-First Click.16,0
R_7379KPKAfmA5Sy9,Timing-First Click.16,0
R_8868VvS8DH4InYh,Timing-Last Click.16,0
R_brBsncrK2secV7v,Timing-Last Click.16,0
R_cIay1PiBWtSgPpr,Timing-Last Click.16,0
R_4IrZFD1AjeRZm1T,Timing-Last Click.16,0
R_8finadprGjxTKTP,Timing-Last Click.16,0
R_ahZZOGMuJqHBtGd,Timing-Last Click.16,0
R_249FSn3J0TI9ZWt,Timing-Last Click.16,0
R_0H5BNGYtHbJlJLn,Timing-Last Click.16,0
R_20ntoiSqvPVfdTT,Timing-Last Click.16,0
R_4H1Izll8EGknlaJ,Timing-Last Click.16,0
R_8hTzTWhIt3n7AHz,Timing-Last Click.16,0
R_1MqpDS8VpRmCxGR,Timing-Last Click.16,0
R_3XikxXHI9f3RNY1,Timing-Last Click.16,0
R_bawhqfyJXOGMbZz,Timing-Last Click.16,0
R_9STal68um6rtI45,Timing-Last Click.16,0
R_3NMmCSjk8xZPyHH,Timing-Last Click.16,0
R_6zMVC9kuhl7oD5j,Timing-Last Click.16,0
R_9ua0FR0zNLyRqa9,Timing-Last Click.16,0
R_eyQ92M2faxNQWFf,Timing-Last Click.16,0
R_7379KPKAfmA5Sy9,Timing-Last Click.16,0
R_8868VvS8DH4InYh,Timing-Page Submit.16,0.823
R_brBsncrK2secV7v,Timing-Page Submit.16,0.751
R_cIay1PiBWtSgPpr,Timing-Page Submit.16,0.945
R_4IrZFD1AjeRZm1T,Timing-Page Submit.16,0.921
R_8finadprGjxTKTP,Timing-Page Submit.16,1.311
R_ahZZOGMuJqHBtGd,Timing-Page Submit.16,0.684
R_249FSn3J0TI9ZWt,Timing-Page Submit.16,0.853
R_0H5BNGYtHbJlJLn,Timing-Page Submit.16,0.824
R_20ntoiSqvPVfdTT,Timing-Page Submit.16,1.106
R_4H1Izll8EGknlaJ,Timing-Page Submit.16,0.993
R_8hTzTWhIt3n7AHz,Timing-Page Submit.16,0.677
R_1MqpDS8VpRmCxGR,Timing-Page Submit.16,0.875
R_3XikxXHI9f3RNY1,Timing-Page Submit.16,1.147
R_bawhqfyJXOGMbZz,Timing-Page Submit.16,0.75
R_9STal68um6rtI45,Timing-Page Submit.16,1.256
R_3NMmCSjk8xZPyHH,Timing-Page Submit.16,1.18
R_6zMVC9kuhl7oD5j,Timing-Page Submit.16,1.093
R_9ua0FR0zNLyRqa9,Timing-Page Submit.16,0.747
R_eyQ92M2faxNQWFf,Timing-Page Submit.16,1.075
R_7379KPKAfmA5Sy9,Timing-Page Submit.16,0.838
R_8868VvS8DH4InYh,Timing-Click Count.16,0
R_brBsncrK2secV7v,Timing-Click Count.16,0
R_cIay1PiBWtSgPpr,Timing-Click Count.16,0
R_4IrZFD1AjeRZm1T,Timing-Click Count.16,0
R_8finadprGjxTKTP,Timing-Click Count.16,0
R_ahZZOGMuJqHBtGd,Timing-Click Count.16,0
R_249FSn3J0TI9ZWt,Timing-Click Count.16,0
R_0H5BNGYtHbJlJLn,Timing-Click Count.16,0
R_20ntoiSqvPVfdTT,Timing-Click Count.16,0
R_4H1Izll8EGknlaJ,Timing-Click Count.16,0
R_8hTzTWhIt3n7AHz,Timing-Click Count.16,0
R_1MqpDS8VpRmCxGR,Timing-Click Count.16,0
R_3XikxXHI9f3RNY1,Timing-Click Count.16,0
R_bawhqfyJXOGMbZz,Timing-Click Count.16,0
R_9STal68um6rtI45,Timing-Click Count.16,0
R_3NMmCSjk8xZPyHH,Timing-Click Count.16,0
R_6zMVC9kuhl7oD5j,Timing-Click Count.16,0
R_9ua0FR0zNLyRqa9,Timing-Click Count.16,0
R_eyQ92M2faxNQWFf,Timing-Click Count.16,0
R_7379KPKAfmA5Sy9,Timing-Click Count.16,0
R_8868VvS8DH4InYh,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_brBsncrK2secV7v,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_cIay1PiBWtSgPpr,"""TO /  ADMIRE""B = positive     /         N = negative",2
R_4IrZFD1AjeRZm1T,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_8finadprGjxTKTP,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_ahZZOGMuJqHBtGd,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_249FSn3J0TI9ZWt,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_0H5BNGYtHbJlJLn,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_20ntoiSqvPVfdTT,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_4H1Izll8EGknlaJ,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_8hTzTWhIt3n7AHz,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_1MqpDS8VpRmCxGR,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_3XikxXHI9f3RNY1,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_bawhqfyJXOGMbZz,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_9STal68um6rtI45,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_3NMmCSjk8xZPyHH,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_6zMVC9kuhl7oD5j,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_9ua0FR0zNLyRqa9,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_eyQ92M2faxNQWFf,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_7379KPKAfmA5Sy9,"""TO /  ADMIRE""B = positive     /         N = negative",1
R_8868VvS8DH4InYh,Timing-First Click.17,0
R_brBsncrK2secV7v,Timing-First Click.17,0
R_cIay1PiBWtSgPpr,Timing-First Click.17,0
R_4IrZFD1AjeRZm1T,Timing-First Click.17,0
R_8finadprGjxTKTP,Timing-First Click.17,0
R_ahZZOGMuJqHBtGd,Timing-First Click.17,0
R_249FSn3J0TI9ZWt,Timing-First Click.17,0
R_0H5BNGYtHbJlJLn,Timing-First Click.17,0
R_20ntoiSqvPVfdTT,Timing-First Click.17,0
R_4H1Izll8EGknlaJ,Timing-First Click.17,0
R_8hTzTWhIt3n7AHz,Timing-First Click.17,0
R_1MqpDS8VpRmCxGR,Timing-First Click.17,0
R_3XikxXHI9f3RNY1,Timing-First Click.17,0
R_bawhqfyJXOGMbZz,Timing-First Click.17,0
R_9STal68um6rtI45,Timing-First Click.17,0
R_3NMmCSjk8xZPyHH,Timing-First Click.17,0
R_6zMVC9kuhl7oD5j,Timing-First Click.17,0
R_9ua0FR0zNLyRqa9,Timing-First Click.17,0
R_eyQ92M2faxNQWFf,Timing-First Click.17,0
R_7379KPKAfmA5Sy9,Timing-First Click.17,0
R_8868VvS8DH4InYh,Timing-Last Click.17,0
R_brBsncrK2secV7v,Timing-Last Click.17,0
R_cIay1PiBWtSgPpr,Timing-Last Click.17,0
R_4IrZFD1AjeRZm1T,Timing-Last Click.17,0
R_8finadprGjxTKTP,Timing-Last Click.17,0
R_ahZZOGMuJqHBtGd,Timing-Last Click.17,0
R_249FSn3J0TI9ZWt,Timing-Last Click.17,0
R_0H5BNGYtHbJlJLn,Timing-Last Click.17,0
R_20ntoiSqvPVfdTT,Timing-Last Click.17,0
R_4H1Izll8EGknlaJ,Timing-Last Click.17,0
R_8hTzTWhIt3n7AHz,Timing-Last Click.17,0
R_1MqpDS8VpRmCxGR,Timing-Last Click.17,0
R_3XikxXHI9f3RNY1,Timing-Last Click.17,0
R_bawhqfyJXOGMbZz,Timing-Last Click.17,0
R_9STal68um6rtI45,Timing-Last Click.17,0
R_3NMmCSjk8xZPyHH,Timing-Last Click.17,0
R_6zMVC9kuhl7oD5j,Timing-Last Click.17,0
R_9ua0FR0zNLyRqa9,Timing-Last Click.17,0
R_eyQ92M2faxNQWFf,Timing-Last Click.17,0
R_7379KPKAfmA5Sy9,Timing-Last Click.17,0
R_8868VvS8DH4InYh,Timing-Page Submit.17,0.579
R_brBsncrK2secV7v,Timing-Page Submit.17,0.792
R_cIay1PiBWtSgPpr,Timing-Page Submit.17,1.193
R_4IrZFD1AjeRZm1T,Timing-Page Submit.17,0.83
R_8finadprGjxTKTP,Timing-Page Submit.17,0.627
R_ahZZOGMuJqHBtGd,Timing-Page Submit.17,0.616
R_249FSn3J0TI9ZWt,Timing-Page Submit.17,0.895
R_0H5BNGYtHbJlJLn,Timing-Page Submit.17,0.602
R_20ntoiSqvPVfdTT,Timing-Page Submit.17,0.723
R_4H1Izll8EGknlaJ,Timing-Page Submit.17,0.886
R_8hTzTWhIt3n7AHz,Timing-Page Submit.17,0.776
R_1MqpDS8VpRmCxGR,Timing-Page Submit.17,0.848
R_3XikxXHI9f3RNY1,Timing-Page Submit.17,0.872
R_bawhqfyJXOGMbZz,Timing-Page Submit.17,0.85
R_9STal68um6rtI45,Timing-Page Submit.17,0.874
R_3NMmCSjk8xZPyHH,Timing-Page Submit.17,1.184
R_6zMVC9kuhl7oD5j,Timing-Page Submit.17,0.702
R_9ua0FR0zNLyRqa9,Timing-Page Submit.17,0.629
R_eyQ92M2faxNQWFf,Timing-Page Submit.17,0.889
R_7379KPKAfmA5Sy9,Timing-Page Submit.17,0.585
R_8868VvS8DH4InYh,Timing-Click Count.17,0
R_brBsncrK2secV7v,Timing-Click Count.17,0
R_cIay1PiBWtSgPpr,Timing-Click Count.17,0
R_4IrZFD1AjeRZm1T,Timing-Click Count.17,0
R_8finadprGjxTKTP,Timing-Click Count.17,0
R_ahZZOGMuJqHBtGd,Timing-Click Count.17,0
R_249FSn3J0TI9ZWt,Timing-Click Count.17,0
R_0H5BNGYtHbJlJLn,Timing-Click Count.17,0
R_20ntoiSqvPVfdTT,Timing-Click Count.17,0
R_4H1Izll8EGknlaJ,Timing-Click Count.17,0
R_8hTzTWhIt3n7AHz,Timing-Click Count.17,0
R_1MqpDS8VpRmCxGR,Timing-Click Count.17,0
R_3XikxXHI9f3RNY1,Timing-Click Count.17,0
R_bawhqfyJXOGMbZz,Timing-Click Count.17,0
R_9STal68um6rtI45,Timing-Click Count.17,0
R_3NMmCSjk8xZPyHH,Timing-Click Count.17,0
R_6zMVC9kuhl7oD5j,Timing-Click Count.17,0
R_9ua0FR0zNLyRqa9,Timing-Click Count.17,0
R_eyQ92M2faxNQWFf,Timing-Click Count.17,0
R_7379KPKAfmA5Sy9,Timing-Click Count.17,0
R_8868VvS8DH4InYh,"""TO /  ADORE""B = positive     /         N = negative",1
R_brBsncrK2secV7v,"""TO /  ADORE""B = positive     /         N = negative",1
R_cIay1PiBWtSgPpr,"""TO /  ADORE""B = positive     /         N = negative",1
R_4IrZFD1AjeRZm1T,"""TO /  ADORE""B = positive     /         N = negative",1
R_8finadprGjxTKTP,"""TO /  ADORE""B = positive     /         N = negative",1
R_ahZZOGMuJqHBtGd,"""TO /  ADORE""B = positive     /         N = negative",1
R_249FSn3J0TI9ZWt,"""TO /  ADORE""B = positive     /         N = negative",1
R_0H5BNGYtHbJlJLn,"""TO /  ADORE""B = positive     /         N = negative",1
R_20ntoiSqvPVfdTT,"""TO /  ADORE""B = positive     /         N = negative",1
R_4H1Izll8EGknlaJ,"""TO /  ADORE""B = positive     /         N = negative",1
R_8hTzTWhIt3n7AHz,"""TO /  ADORE""B = positive     /         N = negative",1
R_1MqpDS8VpRmCxGR,"""TO /  ADORE""B = positive     /         N = negative",1
R_3XikxXHI9f3RNY1,"""TO /  ADORE""B = positive     /         N = negative",1
R_bawhqfyJXOGMbZz,"""TO /  ADORE""B = positive     /         N = negative",1
R_9STal68um6rtI45,"""TO /  ADORE""B = positive     /         N = negative",1
R_3NMmCSjk8xZPyHH,"""TO /  ADORE""B = positive     /         N = negative",1
R_6zMVC9kuhl7oD5j,"""TO /  ADORE""B = positive     /         N = negative",1
R_9ua0FR0zNLyRqa9,"""TO /  ADORE""B = positive     /         N = negative",1
R_eyQ92M2faxNQWFf,"""TO /  ADORE""B = positive     /         N = negative",1
R_7379KPKAfmA5Sy9,"""TO /  ADORE""B = positive     /         N = negative",1
R_8868VvS8DH4InYh,Timing-First Click.18,0
R_brBsncrK2secV7v,Timing-First Click.18,0
R_cIay1PiBWtSgPpr,Timing-First Click.18,0
R_4IrZFD1AjeRZm1T,Timing-First Click.18,0
R_8finadprGjxTKTP,Timing-First Click.18,0
R_ahZZOGMuJqHBtGd,Timing-First Click.18,0
R_249FSn3J0TI9ZWt,Timing-First Click.18,0
R_0H5BNGYtHbJlJLn,Timing-First Click.18,0
R_20ntoiSqvPVfdTT,Timing-First Click.18,0
R_4H1Izll8EGknlaJ,Timing-First Click.18,0
R_8hTzTWhIt3n7AHz,Timing-First Click.18,0
R_1MqpDS8VpRmCxGR,Timing-First Click.18,0
R_3XikxXHI9f3RNY1,Timing-First Click.18,0
R_bawhqfyJXOGMbZz,Timing-First Click.18,0
R_9STal68um6rtI45,Timing-First Click.18,0
R_3NMmCSjk8xZPyHH,Timing-First Click.18,0
R_6zMVC9kuhl7oD5j,Timing-First Click.18,0
R_9ua0FR0zNLyRqa9,Timing-First Click.18,0
R_eyQ92M2faxNQWFf,Timing-First Click.18,0
R_7379KPKAfmA5Sy9,Timing-First Click.18,0
R_8868VvS8DH4InYh,Timing-Last Click.18,0
R_brBsncrK2secV7v,Timing-Last Click.18,0
R_cIay1PiBWtSgPpr,Timing-Last Click.18,0
R_4IrZFD1AjeRZm1T,Timing-Last Click.18,0
R_8finadprGjxTKTP,Timing-Last Click.18,0
R_ahZZOGMuJqHBtGd,Timing-Last Click.18,0
R_249FSn3J0TI9ZWt,Timing-Last Click.18,0
R_0H5BNGYtHbJlJLn,Timing-Last Click.18,0
R_20ntoiSqvPVfdTT,Timing-Last Click.18,0
R_4H1Izll8EGknlaJ,Timing-Last Click.18,0
R_8hTzTWhIt3n7AHz,Timing-Last Click.18,0
R_1MqpDS8VpRmCxGR,Timing-Last Click.18,0
R_3XikxXHI9f3RNY1,Timing-Last Click.18,0
R_bawhqfyJXOGMbZz,Timing-Last Click.18,0
R_9STal68um6rtI45,Timing-Last Click.18,0
R_3NMmCSjk8xZPyHH,Timing-Last Click.18,0
R_6zMVC9kuhl7oD5j,Timing-Last Click.18,0
R_9ua0FR0zNLyRqa9,Timing-Last Click.18,0
R_eyQ92M2faxNQWFf,Timing-Last Click.18,0
R_7379KPKAfmA5Sy9,Timing-Last Click.18,0
R_8868VvS8DH4InYh,Timing-Page Submit.18,0.589
R_brBsncrK2secV7v,Timing-Page Submit.18,0.702
R_cIay1PiBWtSgPpr,Timing-Page Submit.18,0.633
R_4IrZFD1AjeRZm1T,Timing-Page Submit.18,1.166
R_8finadprGjxTKTP,Timing-Page Submit.18,0.619
R_ahZZOGMuJqHBtGd,Timing-Page Submit.18,0.591
R_249FSn3J0TI9ZWt,Timing-Page Submit.18,0.665
R_0H5BNGYtHbJlJLn,Timing-Page Submit.18,0.657
R_20ntoiSqvPVfdTT,Timing-Page Submit.18,1.249
R_4H1Izll8EGknlaJ,Timing-Page Submit.18,0.954
R_8hTzTWhIt3n7AHz,Timing-Page Submit.18,0.539
R_1MqpDS8VpRmCxGR,Timing-Page Submit.18,0.777
R_3XikxXHI9f3RNY1,Timing-Page Submit.18,1.39
R_bawhqfyJXOGMbZz,Timing-Page Submit.18,0.608
R_9STal68um6rtI45,Timing-Page Submit.18,1.332
R_3NMmCSjk8xZPyHH,Timing-Page Submit.18,1.423
R_6zMVC9kuhl7oD5j,Timing-Page Submit.18,0.621
R_9ua0FR0zNLyRqa9,Timing-Page Submit.18,1.137
R_eyQ92M2faxNQWFf,Timing-Page Submit.18,0.924
R_7379KPKAfmA5Sy9,Timing-Page Submit.18,0.854
R_8868VvS8DH4InYh,Timing-Click Count.18,0
R_brBsncrK2secV7v,Timing-Click Count.18,0
R_cIay1PiBWtSgPpr,Timing-Click Count.18,0
R_4IrZFD1AjeRZm1T,Timing-Click Count.18,0
R_8finadprGjxTKTP,Timing-Click Count.18,0
R_ahZZOGMuJqHBtGd,Timing-Click Count.18,0
R_249FSn3J0TI9ZWt,Timing-Click Count.18,0
R_0H5BNGYtHbJlJLn,Timing-Click Count.18,0
R_20ntoiSqvPVfdTT,Timing-Click Count.18,0
R_4H1Izll8EGknlaJ,Timing-Click Count.18,0
R_8hTzTWhIt3n7AHz,Timing-Click Count.18,0
R_1MqpDS8VpRmCxGR,Timing-Click Count.18,0
R_3XikxXHI9f3RNY1,Timing-Click Count.18,0
R_bawhqfyJXOGMbZz,Timing-Click Count.18,0
R_9STal68um6rtI45,Timing-Click Count.18,0
R_3NMmCSjk8xZPyHH,Timing-Click Count.18,0
R_6zMVC9kuhl7oD5j,Timing-Click Count.18,0
R_9ua0FR0zNLyRqa9,Timing-Click Count.18,0
R_eyQ92M2faxNQWFf,Timing-Click Count.18,0
R_7379KPKAfmA5Sy9,Timing-Click Count.18,0
R_8868VvS8DH4InYh,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_brBsncrK2secV7v,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_cIay1PiBWtSgPpr,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_4IrZFD1AjeRZm1T,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_8finadprGjxTKTP,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_ahZZOGMuJqHBtGd,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_249FSn3J0TI9ZWt,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_0H5BNGYtHbJlJLn,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_20ntoiSqvPVfdTT,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_4H1Izll8EGknlaJ,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_8hTzTWhIt3n7AHz,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_1MqpDS8VpRmCxGR,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_3XikxXHI9f3RNY1,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_bawhqfyJXOGMbZz,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_9STal68um6rtI45,"""TO /  CHERISH""B = positive     /         N = negative",
R_3NMmCSjk8xZPyHH,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_6zMVC9kuhl7oD5j,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_9ua0FR0zNLyRqa9,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_eyQ92M2faxNQWFf,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_7379KPKAfmA5Sy9,"""TO /  CHERISH""B = positive     /         N = negative",1.0
R_8868VvS8DH4InYh,Timing-First Click.19,0
R_brBsncrK2secV7v,Timing-First Click.19,0
R_cIay1PiBWtSgPpr,Timing-First Click.19,0
R_4IrZFD1AjeRZm1T,Timing-First Click.19,0
R_8finadprGjxTKTP,Timing-First Click.19,0
R_ahZZOGMuJqHBtGd,Timing-First Click.19,0
R_249FSn3J0TI9ZWt,Timing-First Click.19,0
R_0H5BNGYtHbJlJLn,Timing-First Click.19,0
R_20ntoiSqvPVfdTT,Timing-First Click.19,0
R_4H1Izll8EGknlaJ,Timing-First Click.19,0
R_8hTzTWhIt3n7AHz,Timing-First Click.19,0
R_1MqpDS8VpRmCxGR,Timing-First Click.19,0
R_3XikxXHI9f3RNY1,Timing-First Click.19,0
R_bawhqfyJXOGMbZz,Timing-First Click.19,0
R_9STal68um6rtI45,Timing-First Click.19,0
R_3NMmCSjk8xZPyHH,Timing-First Click.19,0
R_6zMVC9kuhl7oD5j,Timing-First Click.19,0
R_9ua0FR0zNLyRqa9,Timing-First Click.19,0
R_eyQ92M2faxNQWFf,Timing-First Click.19,0
R_7379KPKAfmA5Sy9,Timing-First Click.19,0
R_8868VvS8DH4InYh,Timing-Last Click.19,0
R_brBsncrK2secV7v,Timing-Last Click.19,0
R_cIay1PiBWtSgPpr,Timing-Last Click.19,0
R_4IrZFD1AjeRZm1T,Timing-Last Click.19,0
R_8finadprGjxTKTP,Timing-Last Click.19,0
R_ahZZOGMuJqHBtGd,Timing-Last Click.19,0
R_249FSn3J0TI9ZWt,Timing-Last Click.19,0
R_0H5BNGYtHbJlJLn,Timing-Last Click.19,0
R_20ntoiSqvPVfdTT,Timing-Last Click.19,0
R_4H1Izll8EGknlaJ,Timing-Last Click.19,0
R_8hTzTWhIt3n7AHz,Timing-Last Click.19,0
R_1MqpDS8VpRmCxGR,Timing-Last Click.19,0
R_3XikxXHI9f3RNY1,Timing-Last Click.19,0
R_bawhqfyJXOGMbZz,Timing-Last Click.19,0
R_9STal68um6rtI45,Timing-Last Click.19,0
R_3NMmCSjk8xZPyHH,Timing-Last Click.19,0
R_6zMVC9kuhl7oD5j,Timing-Last Click.19,0
R_9ua0FR0zNLyRqa9,Timing-Last Click.19,0
R_eyQ92M2faxNQWFf,Timing-Last Click.19,0
R_7379KPKAfmA5Sy9,Timing-Last Click.19,0
R_8868VvS8DH4InYh,Timing-Page Submit.19,1.126
R_brBsncrK2secV7v,Timing-Page Submit.19,0.926
R_cIay1PiBWtSgPpr,Timing-Page Submit.19,0.725
R_4IrZFD1AjeRZm1T,Timing-Page Submit.19,0.826
R_8finadprGjxTKTP,Timing-Page Submit.19,0.684
R_ahZZOGMuJqHBtGd,Timing-Page Submit.19,0.704
R_249FSn3J0TI9ZWt,Timing-Page Submit.19,0.692
R_0H5BNGYtHbJlJLn,Timing-Page Submit.19,0.7
R_20ntoiSqvPVfdTT,Timing-Page Submit.19,1.022
R_4H1Izll8EGknlaJ,Timing-Page Submit.19,0.866
R_8hTzTWhIt3n7AHz,Timing-Page Submit.19,0.722
R_1MqpDS8VpRmCxGR,Timing-Page Submit.19,0.635
R_3XikxXHI9f3RNY1,Timing-Page Submit.19,1.034
R_bawhqfyJXOGMbZz,Timing-Page Submit.19,0.717
R_9STal68um6rtI45,Timing-Page Submit.19,2.003
R_3NMmCSjk8xZPyHH,Timing-Page Submit.19,1.184
R_6zMVC9kuhl7oD5j,Timing-Page Submit.19,0.89
R_9ua0FR0zNLyRqa9,Timing-Page Submit.19,0.903
R_eyQ92M2faxNQWFf,Timing-Page Submit.19,0.86
R_7379KPKAfmA5Sy9,Timing-Page Submit.19,0.661
R_8868VvS8DH4InYh,Timing-Click Count.19,0
