ResponseID,Task,Word,Response,ReactionTime
R_8finadprGjxTKTP,Phys/Psych,DISTRESS,2.0,0.672
R_8finadprGjxTKTP,Phys/Psych,OFFEND,2.0,0.637
R_8finadprGjxTKTP,Phys/Psych,DISPLEASE,2.0,0.741
R_8finadprGjxTKTP,Phys/Psych,DISMAY,2.0,0.624
R_8finadprGjxTKTP,Phys/Psych,CRITICIZE,2.0,0.858
R_8finadprGjxTKTP,Phys/Psych,DREAD,2.0,0.802
R_8finadprGjxTKTP,Phys/Psych,MOURN,2.0,0.88
R_8finadprGjxTKTP,Phys/Psych,LOATHE,2.0,0.719
R_8finadprGjxTKTP,Phys/Psych,WORRY,2.0,0.553
R_ahZZOGMuJqHBtGd,Valence,DELIGHT,1.0,0.766
R_ahZZOGMuJqHBtGd,Valence,DESPISE,2.0,0.766
R_ahZZOGMuJqHBtGd,Valence,BUILD,1.0,0.833
R_ahZZOGMuJqHBtGd,Valence,REPAIR,1.0,0.827
R_ahZZOGMuJqHBtGd,Valence,CARESS,1.0,0.947
R_ahZZOGMuJqHBtGd,Valence,PRODUCE,1.0,0.985
R_ahZZOGMuJqHBtGd,Valence,SCULPT,1.0,0.746
R_ahZZOGMuJqHBtGd,Valence,TWINKLE,1.0,0.73
R_ahZZOGMuJqHBtGd,Valence,DECORATE,1.0,0.721
R_ahZZOGMuJqHBtGd,Valence,PRAISE,1.0,0.656
R_ahZZOGMuJqHBtGd,Valence,THRILL,1.0,0.954
R_ahZZOGMuJqHBtGd,Valence,CONTENT,1.0,0.921
R_ahZZOGMuJqHBtGd,Valence,APPRECIATE,1.0,0.925
R_ahZZOGMuJqHBtGd,Valence,IMPRESS,1.0,0.857
R_ahZZOGMuJqHBtGd,Valence,LIKE,1.0,0.648
R_ahZZOGMuJqHBtGd,Valence,RESPECT,1.0,0.684
R_ahZZOGMuJqHBtGd,Valence,ADMIRE,1.0,0.616
R_ahZZOGMuJqHBtGd,Valence,ADORE,1.0,0.591
R_ahZZOGMuJqHBtGd,Valence,CHERISH,1.0,0.704
R_ahZZOGMuJqHBtGd,Valence,PULVERIZE,2.0,1.004
R_ahZZOGMuJqHBtGd,Valence,SMASH,2.0,1.193
R_ahZZOGMuJqHBtGd,Valence,KNIFE,2.0,0.635
R_ahZZOGMuJqHBtGd,Valence,SLAUGHTER,2.0,0.651
R_ahZZOGMuJqHBtGd,Valence,SLASH,2.0,0.692
R_ahZZOGMuJqHBtGd,Valence,POLLUTE,2.0,0.982
R_ahZZOGMuJqHBtGd,Valence,DELETE,1.0,0.582
R_ahZZOGMuJqHBtGd,Valence,CORRODE,2.0,0.998
R_ahZZOGMuJqHBtGd,Valence,DESTROY,2.0,0.579
R_ahZZOGMuJqHBtGd,Valence,DIRTY,2.0,0.606
R_ahZZOGMuJqHBtGd,Valence,LAMENT,2.0,0.794
R_ahZZOGMuJqHBtGd,Valence,DISTRESS,2.0,0.623
R_ahZZOGMuJqHBtGd,Valence,OFFEND,2.0,0.668
R_ahZZOGMuJqHBtGd,Valence,DISPLEASE,2.0,0.853
R_ahZZOGMuJqHBtGd,Valence,DISMAY,2.0,0.704
R_ahZZOGMuJqHBtGd,Valence,CRITICIZE,2.0,0.88
R_ahZZOGMuJqHBtGd,Valence,DREAD,2.0,0.75
R_ahZZOGMuJqHBtGd,Valence,MOURN,2.0,0.641
R_ahZZOGMuJqHBtGd,Valence,LOATHE,2.0,0.76
R_ahZZOGMuJqHBtGd,Valence,WORRY,2.0,0.73
R_ahZZOGMuJqHBtGd,Phys/Psych,TRUST,1.0,0.896
R_ahZZOGMuJqHBtGd,Phys/Psych,PINCH,2.0,0.896
R_ahZZOGMuJqHBtGd,Phys/Psych,REGRET,2.0,0.896
R_ahZZOGMuJqHBtGd,Phys/Psych,BUILD,1.0,0.896
R_ahZZOGMuJqHBtGd,Phys/Psych,CUDDLE,2.0,1.335
R_ahZZOGMuJqHBtGd,Phys/Psych,REPAIR,1.0,0.965
R_ahZZOGMuJqHBtGd,Phys/Psych,CARESS,2.0,0.87
R_ahZZOGMuJqHBtGd,Phys/Psych,PET,1.0,0.719
R_ahZZOGMuJqHBtGd,Phys/Psych,PRODUCE,1.0,0.873
R_ahZZOGMuJqHBtGd,Phys/Psych,SCULPT,1.0,0.899
R_ahZZOGMuJqHBtGd,Phys/Psych,TWINKLE,,2.005
R_ahZZOGMuJqHBtGd,Phys/Psych,DECORATE,1.0,1.136
R_ahZZOGMuJqHBtGd,Phys/Psych,PRAISE,2.0,1.88
R_ahZZOGMuJqHBtGd,Phys/Psych,THRILL,1.0,0.812
R_ahZZOGMuJqHBtGd,Phys/Psych,CONTENT,2.0,0.92
R_ahZZOGMuJqHBtGd,Phys/Psych,APPRECIATE,2.0,0.782
R_ahZZOGMuJqHBtGd,Phys/Psych,IMPRESS,2.0,1.119
R_ahZZOGMuJqHBtGd,Phys/Psych,RESPECT,2.0,1.051
R_ahZZOGMuJqHBtGd,Phys/Psych,ADMIRE,2.0,1.349
R_ahZZOGMuJqHBtGd,Phys/Psych,ADORE,2.0,0.839
R_ahZZOGMuJqHBtGd,Phys/Psych,CHERISH,2.0,0.95
R_ahZZOGMuJqHBtGd,Phys/Psych,PULVERIZE,1.0,1.079
R_ahZZOGMuJqHBtGd,Phys/Psych,SMASH,1.0,0.807
R_ahZZOGMuJqHBtGd,Phys/Psych,KNIFE,1.0,0.901
R_ahZZOGMuJqHBtGd,Phys/Psych,SLAUGHTER,2.0,0.794
R_ahZZOGMuJqHBtGd,Phys/Psych,SLASH,1.0,0.707
R_ahZZOGMuJqHBtGd,Phys/Psych,POLLUTE,1.0,1.613
R_ahZZOGMuJqHBtGd,Phys/Psych,DELETE,1.0,1.347
R_ahZZOGMuJqHBtGd,Phys/Psych,CORRODE,1.0,1.086
R_ahZZOGMuJqHBtGd,Phys/Psych,DESTROY,2.0,1.425
R_ahZZOGMuJqHBtGd,Phys/Psych,DIRTY,1.0,1.12
R_ahZZOGMuJqHBtGd,Phys/Psych,LAMENT,2.0,0.721
R_ahZZOGMuJqHBtGd,Phys/Psych,DISTRESS,2.0,1.012
R_ahZZOGMuJqHBtGd,Phys/Psych,OFFEND,2.0,1.291
R_ahZZOGMuJqHBtGd,Phys/Psych,DISPLEASE,2.0,1.574
R_ahZZOGMuJqHBtGd,Phys/Psych,DISMAY,2.0,1.15
R_ahZZOGMuJqHBtGd,Phys/Psych,CRITICIZE,2.0,1.114
R_ahZZOGMuJqHBtGd,Phys/Psych,DREAD,2.0,0.719
R_ahZZOGMuJqHBtGd,Phys/Psych,MOURN,2.0,0.729
R_ahZZOGMuJqHBtGd,Phys/Psych,LOATHE,2.0,0.95
R_ahZZOGMuJqHBtGd,Phys/Psych,WORRY,2.0,0.959
R_249FSn3J0TI9ZWt,Valence,DELIGHT,1.0,0.776
R_249FSn3J0TI9ZWt,Valence,DESPISE,2.0,0.776
R_249FSn3J0TI9ZWt,Valence,BUILD,1.0,0.787
R_249FSn3J0TI9ZWt,Valence,REPAIR,1.0,1.2
R_249FSn3J0TI9ZWt,Valence,CARESS,1.0,0.868
R_249FSn3J0TI9ZWt,Valence,PRODUCE,1.0,0.912
R_249FSn3J0TI9ZWt,Valence,SCULPT,1.0,1.338
R_249FSn3J0TI9ZWt,Valence,TWINKLE,1.0,0.723
R_249FSn3J0TI9ZWt,Valence,DECORATE,1.0,0.947
R_249FSn3J0TI9ZWt,Valence,PRAISE,1.0,1.116
R_249FSn3J0TI9ZWt,Valence,THRILL,1.0,0.801
R_249FSn3J0TI9ZWt,Valence,CONTENT,1.0,0.915
R_249FSn3J0TI9ZWt,Valence,APPRECIATE,1.0,0.741
R_249FSn3J0TI9ZWt,Valence,IMPRESS,2.0,0.788
R_249FSn3J0TI9ZWt,Valence,LIKE,1.0,0.594
R_249FSn3J0TI9ZWt,Valence,RESPECT,1.0,0.853
R_249FSn3J0TI9ZWt,Valence,ADMIRE,1.0,0.895
R_249FSn3J0TI9ZWt,Valence,ADORE,1.0,0.665
R_249FSn3J0TI9ZWt,Valence,CHERISH,1.0,0.692
R_249FSn3J0TI9ZWt,Valence,PULVERIZE,2.0,0.702
R_249FSn3J0TI9ZWt,Valence,SMASH,2.0,0.965
R_249FSn3J0TI9ZWt,Valence,KNIFE,2.0,0.683
R_249FSn3J0TI9ZWt,Valence,SLAUGHTER,2.0,0.748
R_249FSn3J0TI9ZWt,Valence,SLASH,2.0,0.798
R_249FSn3J0TI9ZWt,Valence,POLLUTE,2.0,0.849
R_249FSn3J0TI9ZWt,Valence,DELETE,2.0,0.641
R_249FSn3J0TI9ZWt,Valence,CORRODE,2.0,0.637
R_249FSn3J0TI9ZWt,Valence,DESTROY,2.0,0.588
R_249FSn3J0TI9ZWt,Valence,DIRTY,2.0,0.872
R_249FSn3J0TI9ZWt,Valence,LAMENT,2.0,0.72
R_249FSn3J0TI9ZWt,Valence,DISTRESS,2.0,0.731
R_249FSn3J0TI9ZWt,Valence,OFFEND,2.0,0.822
R_249FSn3J0TI9ZWt,Valence,DISPLEASE,2.0,0.582
R_249FSn3J0TI9ZWt,Valence,DISMAY,2.0,0.783
R_249FSn3J0TI9ZWt,Valence,CRITICIZE,2.0,0.584
R_249FSn3J0TI9ZWt,Valence,DREAD,2.0,0.923
R_249FSn3J0TI9ZWt,Valence,MOURN,2.0,0.612
R_249FSn3J0TI9ZWt,Valence,LOATHE,2.0,0.903
R_249FSn3J0TI9ZWt,Valence,WORRY,2.0,1.06
R_249FSn3J0TI9ZWt,Phys/Psych,TRUST,2.0,0.745
R_249FSn3J0TI9ZWt,Phys/Psych,PINCH,1.0,0.745
R_249FSn3J0TI9ZWt,Phys/Psych,REGRET,2.0,0.745
R_249FSn3J0TI9ZWt,Phys/Psych,BUILD,1.0,0.745
R_249FSn3J0TI9ZWt,Phys/Psych,CUDDLE,1.0,1.035
R_249FSn3J0TI9ZWt,Phys/Psych,REPAIR,1.0,0.72
R_249FSn3J0TI9ZWt,Phys/Psych,CARESS,2.0,0.788
R_249FSn3J0TI9ZWt,Phys/Psych,PET,1.0,0.975
R_249FSn3J0TI9ZWt,Phys/Psych,PRODUCE,1.0,1.643
R_249FSn3J0TI9ZWt,Phys/Psych,SCULPT,1.0,0.841
R_249FSn3J0TI9ZWt,Phys/Psych,TWINKLE,1.0,1.751
R_249FSn3J0TI9ZWt,Phys/Psych,DECORATE,1.0,1.134
R_249FSn3J0TI9ZWt,Phys/Psych,PRAISE,2.0,1.048
R_249FSn3J0TI9ZWt,Phys/Psych,THRILL,2.0,1.458
R_249FSn3J0TI9ZWt,Phys/Psych,CONTENT,2.0,1.396
R_249FSn3J0TI9ZWt,Phys/Psych,APPRECIATE,1.0,1.154
R_249FSn3J0TI9ZWt,Phys/Psych,IMPRESS,2.0,0.848
R_249FSn3J0TI9ZWt,Phys/Psych,RESPECT,2.0,1.012
R_249FSn3J0TI9ZWt,Phys/Psych,ADMIRE,2.0,0.988
R_249FSn3J0TI9ZWt,Phys/Psych,ADORE,2.0,0.898
R_249FSn3J0TI9ZWt,Phys/Psych,CHERISH,2.0,0.807
R_249FSn3J0TI9ZWt,Phys/Psych,PULVERIZE,1.0,0.958
R_249FSn3J0TI9ZWt,Phys/Psych,SMASH,1.0,0.899
R_249FSn3J0TI9ZWt,Phys/Psych,KNIFE,1.0,0.719
R_249FSn3J0TI9ZWt,Phys/Psych,SLAUGHTER,1.0,0.768
R_249FSn3J0TI9ZWt,Phys/Psych,SLASH,1.0,0.882
R_249FSn3J0TI9ZWt,Phys/Psych,POLLUTE,1.0,0.735
R_249FSn3J0TI9ZWt,Phys/Psych,DELETE,1.0,1.417
R_249FSn3J0TI9ZWt,Phys/Psych,CORRODE,1.0,0.933
R_249FSn3J0TI9ZWt,Phys/Psych,DESTROY,1.0,0.988
R_249FSn3J0TI9ZWt,Phys/Psych,DIRTY,1.0,1.038
R_249FSn3J0TI9ZWt,Phys/Psych,LAMENT,2.0,0.746
R_249FSn3J0TI9ZWt,Phys/Psych,DISTRESS,2.0,1.232
R_249FSn3J0TI9ZWt,Phys/Psych,OFFEND,2.0,1.305
R_249FSn3J0TI9ZWt,Phys/Psych,DISPLEASE,2.0,0.9
R_249FSn3J0TI9ZWt,Phys/Psych,DISMAY,2.0,0.925
R_249FSn3J0TI9ZWt,Phys/Psych,CRITICIZE,2.0,1.006
R_249FSn3J0TI9ZWt,Phys/Psych,DREAD,2.0,1.124
R_249FSn3J0TI9ZWt,Phys/Psych,MOURN,2.0,0.927
R_249FSn3J0TI9ZWt,Phys/Psych,LOATHE,2.0,1.256
R_249FSn3J0TI9ZWt,Phys/Psych,WORRY,2.0,1.08
R_0H5BNGYtHbJlJLn,Valence,DELIGHT,1.0,0.655
R_0H5BNGYtHbJlJLn,Valence,DESPISE,2.0,0.655
R_0H5BNGYtHbJlJLn,Valence,BUILD,1.0,0.753
R_0H5BNGYtHbJlJLn,Valence,REPAIR,2.0,0.661
R_0H5BNGYtHbJlJLn,Valence,CARESS,1.0,0.683
R_0H5BNGYtHbJlJLn,Valence,PRODUCE,1.0,0.792
R_0H5BNGYtHbJlJLn,Valence,SCULPT,1.0,0.915
R_0H5BNGYtHbJlJLn,Valence,TWINKLE,1.0,0.992
R_0H5BNGYtHbJlJLn,Valence,DECORATE,1.0,0.745
R_0H5BNGYtHbJlJLn,Valence,PRAISE,1.0,0.677
R_0H5BNGYtHbJlJLn,Valence,THRILL,1.0,0.911
R_0H5BNGYtHbJlJLn,Valence,CONTENT,1.0,0.763
R_0H5BNGYtHbJlJLn,Valence,APPRECIATE,1.0,0.721
R_0H5BNGYtHbJlJLn,Valence,IMPRESS,1.0,0.702
R_0H5BNGYtHbJlJLn,Valence,LIKE,1.0,0.729
R_0H5BNGYtHbJlJLn,Valence,RESPECT,1.0,0.824
R_0H5BNGYtHbJlJLn,Valence,ADMIRE,1.0,0.602
R_0H5BNGYtHbJlJLn,Valence,ADORE,1.0,0.657
R_0H5BNGYtHbJlJLn,Valence,CHERISH,1.0,0.7
R_0H5BNGYtHbJlJLn,Valence,PULVERIZE,2.0,0.772
R_0H5BNGYtHbJlJLn,Valence,SMASH,2.0,0.68
R_0H5BNGYtHbJlJLn,Valence,KNIFE,2.0,0.599
R_0H5BNGYtHbJlJLn,Valence,SLAUGHTER,2.0,0.679
R_0H5BNGYtHbJlJLn,Valence,SLASH,2.0,0.757
R_0H5BNGYtHbJlJLn,Valence,POLLUTE,2.0,0.858
R_0H5BNGYtHbJlJLn,Valence,DELETE,2.0,0.605
R_0H5BNGYtHbJlJLn,Valence,CORRODE,2.0,0.64
R_0H5BNGYtHbJlJLn,Valence,DESTROY,2.0,0.61
R_0H5BNGYtHbJlJLn,Valence,DIRTY,2.0,0.69
R_0H5BNGYtHbJlJLn,Valence,LAMENT,2.0,0.718
R_0H5BNGYtHbJlJLn,Valence,DISTRESS,2.0,0.711
R_0H5BNGYtHbJlJLn,Valence,OFFEND,2.0,0.626
R_0H5BNGYtHbJlJLn,Valence,DISPLEASE,2.0,0.779
R_0H5BNGYtHbJlJLn,Valence,DISMAY,2.0,1.164
R_0H5BNGYtHbJlJLn,Valence,CRITICIZE,2.0,0.746
R_0H5BNGYtHbJlJLn,Valence,DREAD,2.0,0.668
R_0H5BNGYtHbJlJLn,Valence,MOURN,2.0,0.666
R_0H5BNGYtHbJlJLn,Valence,LOATHE,2.0,0.657
R_0H5BNGYtHbJlJLn,Valence,WORRY,2.0,0.831
R_0H5BNGYtHbJlJLn,Phys/Psych,TRUST,2.0,0.761
R_0H5BNGYtHbJlJLn,Phys/Psych,PINCH,1.0,0.761
R_0H5BNGYtHbJlJLn,Phys/Psych,REGRET,2.0,0.761
R_0H5BNGYtHbJlJLn,Phys/Psych,BUILD,1.0,0.761
R_0H5BNGYtHbJlJLn,Phys/Psych,CUDDLE,1.0,0.821
R_0H5BNGYtHbJlJLn,Phys/Psych,REPAIR,1.0,0.729
R_0H5BNGYtHbJlJLn,Phys/Psych,CARESS,1.0,0.91
R_0H5BNGYtHbJlJLn,Phys/Psych,PET,1.0,0.765
R_0H5BNGYtHbJlJLn,Phys/Psych,PRODUCE,1.0,1.16
R_0H5BNGYtHbJlJLn,Phys/Psych,SCULPT,1.0,0.677
R_0H5BNGYtHbJlJLn,Phys/Psych,TWINKLE,1.0,1.042
R_0H5BNGYtHbJlJLn,Phys/Psych,DECORATE,1.0,0.913
R_0H5BNGYtHbJlJLn,Phys/Psych,PRAISE,2.0,0.724
R_0H5BNGYtHbJlJLn,Phys/Psych,THRILL,1.0,0.824
R_0H5BNGYtHbJlJLn,Phys/Psych,CONTENT,2.0,0.773
R_0H5BNGYtHbJlJLn,Phys/Psych,APPRECIATE,2.0,0.818
R_0H5BNGYtHbJlJLn,Phys/Psych,IMPRESS,2.0,0.913
R_0H5BNGYtHbJlJLn,Phys/Psych,RESPECT,2.0,0.676
R_0H5BNGYtHbJlJLn,Phys/Psych,ADMIRE,2.0,1.123
R_0H5BNGYtHbJlJLn,Phys/Psych,ADORE,2.0,1.052
R_0H5BNGYtHbJlJLn,Phys/Psych,CHERISH,2.0,0.799
R_0H5BNGYtHbJlJLn,Phys/Psych,PULVERIZE,1.0,0.919
R_0H5BNGYtHbJlJLn,Phys/Psych,SMASH,1.0,0.861
R_0H5BNGYtHbJlJLn,Phys/Psych,KNIFE,1.0,0.938
R_0H5BNGYtHbJlJLn,Phys/Psych,SLAUGHTER,1.0,0.717
R_0H5BNGYtHbJlJLn,Phys/Psych,SLASH,1.0,0.775
R_0H5BNGYtHbJlJLn,Phys/Psych,POLLUTE,1.0,1.236
R_0H5BNGYtHbJlJLn,Phys/Psych,DELETE,2.0,0.837
R_0H5BNGYtHbJlJLn,Phys/Psych,CORRODE,1.0,1.154
R_0H5BNGYtHbJlJLn,Phys/Psych,DESTROY,1.0,1.189
R_0H5BNGYtHbJlJLn,Phys/Psych,DIRTY,2.0,0.803
R_0H5BNGYtHbJlJLn,Phys/Psych,LAMENT,2.0,0.762
R_0H5BNGYtHbJlJLn,Phys/Psych,DISTRESS,2.0,1.239
R_0H5BNGYtHbJlJLn,Phys/Psych,OFFEND,2.0,0.784
R_0H5BNGYtHbJlJLn,Phys/Psych,DISPLEASE,2.0,0.834
R_0H5BNGYtHbJlJLn,Phys/Psych,DISMAY,2.0,0.885
R_0H5BNGYtHbJlJLn,Phys/Psych,CRITICIZE,2.0,0.714
R_0H5BNGYtHbJlJLn,Phys/Psych,DREAD,2.0,0.8
R_0H5BNGYtHbJlJLn,Phys/Psych,MOURN,2.0,1.262
R_0H5BNGYtHbJlJLn,Phys/Psych,LOATHE,2.0,0.693
R_0H5BNGYtHbJlJLn,Phys/Psych,WORRY,2.0,0.835
R_20ntoiSqvPVfdTT,Valence,DELIGHT,2.0,0.748
R_20ntoiSqvPVfdTT,Valence,DESPISE,2.0,0.748
R_20ntoiSqvPVfdTT,Valence,BUILD,2.0,1.196
R_20ntoiSqvPVfdTT,Valence,REPAIR,2.0,1.267
R_20ntoiSqvPVfdTT,Valence,CARESS,1.0,1.162
R_20ntoiSqvPVfdTT,Valence,PRODUCE,1.0,0.782
R_20ntoiSqvPVfdTT,Valence,SCULPT,2.0,1.304
R_20ntoiSqvPVfdTT,Valence,TWINKLE,1.0,0.983
R_20ntoiSqvPVfdTT,Valence,DECORATE,1.0,0.953
R_20ntoiSqvPVfdTT,Valence,PRAISE,1.0,0.78
R_20ntoiSqvPVfdTT,Valence,THRILL,1.0,0.769
R_20ntoiSqvPVfdTT,Valence,CONTENT,,2.004
R_20ntoiSqvPVfdTT,Valence,APPRECIATE,1.0,0.828
R_20ntoiSqvPVfdTT,Valence,IMPRESS,1.0,1.18
R_20ntoiSqvPVfdTT,Valence,LIKE,1.0,0.894
R_20ntoiSqvPVfdTT,Valence,RESPECT,1.0,1.106
R_20ntoiSqvPVfdTT,Valence,ADMIRE,1.0,0.723
R_20ntoiSqvPVfdTT,Valence,ADORE,1.0,1.249
R_20ntoiSqvPVfdTT,Valence,CHERISH,1.0,1.022
R_20ntoiSqvPVfdTT,Valence,PULVERIZE,2.0,1.068
R_20ntoiSqvPVfdTT,Valence,SMASH,2.0,1.079
R_20ntoiSqvPVfdTT,Valence,KNIFE,2.0,1.087
R_20ntoiSqvPVfdTT,Valence,SLAUGHTER,2.0,0.708
R_20ntoiSqvPVfdTT,Valence,SLASH,2.0,1.043
R_20ntoiSqvPVfdTT,Valence,POLLUTE,2.0,0.981
R_20ntoiSqvPVfdTT,Valence,DELETE,2.0,1.243
R_20ntoiSqvPVfdTT,Valence,CORRODE,2.0,1.026
R_20ntoiSqvPVfdTT,Valence,DESTROY,2.0,1.051
R_20ntoiSqvPVfdTT,Valence,DIRTY,2.0,0.897
R_20ntoiSqvPVfdTT,Valence,LAMENT,2.0,1.301
R_20ntoiSqvPVfdTT,Valence,DISTRESS,2.0,0.836
R_20ntoiSqvPVfdTT,Valence,OFFEND,2.0,0.854
R_20ntoiSqvPVfdTT,Valence,DISPLEASE,2.0,1.151
R_20ntoiSqvPVfdTT,Valence,DISMAY,2.0,1.198
R_20ntoiSqvPVfdTT,Valence,CRITICIZE,2.0,1.13
R_20ntoiSqvPVfdTT,Valence,DREAD,2.0,1.195
R_20ntoiSqvPVfdTT,Valence,MOURN,2.0,0.701
R_20ntoiSqvPVfdTT,Valence,LOATHE,2.0,1.121
R_20ntoiSqvPVfdTT,Valence,WORRY,1.0,1.449
R_20ntoiSqvPVfdTT,Phys/Psych,TRUST,2.0,0.957
R_20ntoiSqvPVfdTT,Phys/Psych,PINCH,1.0,0.957
R_20ntoiSqvPVfdTT,Phys/Psych,REGRET,2.0,0.957
R_20ntoiSqvPVfdTT,Phys/Psych,BUILD,1.0,0.957
R_20ntoiSqvPVfdTT,Phys/Psych,CUDDLE,1.0,1.163
R_20ntoiSqvPVfdTT,Phys/Psych,REPAIR,1.0,1.242
R_20ntoiSqvPVfdTT,Phys/Psych,CARESS,1.0,1.811
R_20ntoiSqvPVfdTT,Phys/Psych,PET,1.0,1.212
R_20ntoiSqvPVfdTT,Phys/Psych,PRODUCE,1.0,0.923
R_20ntoiSqvPVfdTT,Phys/Psych,SCULPT,1.0,1.764
R_20ntoiSqvPVfdTT,Phys/Psych,TWINKLE,2.0,1.528
R_20ntoiSqvPVfdTT,Phys/Psych,DECORATE,1.0,1.707
R_20ntoiSqvPVfdTT,Phys/Psych,PRAISE,2.0,1.249
R_20ntoiSqvPVfdTT,Phys/Psych,THRILL,2.0,1.571
R_20ntoiSqvPVfdTT,Phys/Psych,CONTENT,2.0,1.341
R_20ntoiSqvPVfdTT,Phys/Psych,APPRECIATE,1.0,1.179
R_20ntoiSqvPVfdTT,Phys/Psych,IMPRESS,2.0,1.918
R_20ntoiSqvPVfdTT,Phys/Psych,RESPECT,,2.005
R_20ntoiSqvPVfdTT,Phys/Psych,ADMIRE,2.0,0.827
R_20ntoiSqvPVfdTT,Phys/Psych,ADORE,1.0,0.986
R_20ntoiSqvPVfdTT,Phys/Psych,CHERISH,2.0,1.111
R_20ntoiSqvPVfdTT,Phys/Psych,PULVERIZE,1.0,1.292
R_20ntoiSqvPVfdTT,Phys/Psych,SMASH,1.0,1.48
R_20ntoiSqvPVfdTT,Phys/Psych,KNIFE,2.0,1.013
R_20ntoiSqvPVfdTT,Phys/Psych,SLAUGHTER,1.0,1.595
R_20ntoiSqvPVfdTT,Phys/Psych,SLASH,1.0,1.181
R_20ntoiSqvPVfdTT,Phys/Psych,POLLUTE,1.0,1.221
R_20ntoiSqvPVfdTT,Phys/Psych,DELETE,,2.004
R_20ntoiSqvPVfdTT,Phys/Psych,CORRODE,1.0,1.669
R_20ntoiSqvPVfdTT,Phys/Psych,DESTROY,1.0,1.374
R_20ntoiSqvPVfdTT,Phys/Psych,DIRTY,2.0,1.779
R_20ntoiSqvPVfdTT,Phys/Psych,LAMENT,,2.005
R_20ntoiSqvPVfdTT,Phys/Psych,DISTRESS,2.0,1.13
R_20ntoiSqvPVfdTT,Phys/Psych,OFFEND,2.0,1.185
R_20ntoiSqvPVfdTT,Phys/Psych,DISPLEASE,2.0,1.752
R_20ntoiSqvPVfdTT,Phys/Psych,DISMAY,2.0,1.496
R_20ntoiSqvPVfdTT,Phys/Psych,CRITICIZE,,2.006
R_20ntoiSqvPVfdTT,Phys/Psych,DREAD,2.0,1.856
R_20ntoiSqvPVfdTT,Phys/Psych,MOURN,2.0,0.996
R_20ntoiSqvPVfdTT,Phys/Psych,LOATHE,2.0,1.023
R_20ntoiSqvPVfdTT,Phys/Psych,WORRY,2.0,0.918
R_4H1Izll8EGknlaJ,Valence,DELIGHT,1.0,0.785
R_4H1Izll8EGknlaJ,Valence,DESPISE,2.0,0.785
R_4H1Izll8EGknlaJ,Valence,BUILD,2.0,0.763
R_4H1Izll8EGknlaJ,Valence,REPAIR,1.0,1.39
R_4H1Izll8EGknlaJ,Valence,CARESS,1.0,0.948
R_4H1Izll8EGknlaJ,Valence,PRODUCE,1.0,1.088
R_4H1Izll8EGknlaJ,Valence,SCULPT,1.0,0.823
R_4H1Izll8EGknlaJ,Valence,TWINKLE,1.0,0.92
R_4H1Izll8EGknlaJ,Valence,DECORATE,1.0,1.085
R_4H1Izll8EGknlaJ,Valence,PRAISE,1.0,0.897
R_4H1Izll8EGknlaJ,Valence,THRILL,1.0,1.022
R_4H1Izll8EGknlaJ,Valence,CONTENT,1.0,0.923
R_4H1Izll8EGknlaJ,Valence,APPRECIATE,1.0,0.976
R_4H1Izll8EGknlaJ,Valence,IMPRESS,1.0,0.932
R_4H1Izll8EGknlaJ,Valence,LIKE,1.0,1.008
R_4H1Izll8EGknlaJ,Valence,RESPECT,1.0,0.993
R_4H1Izll8EGknlaJ,Valence,ADMIRE,1.0,0.886
R_4H1Izll8EGknlaJ,Valence,ADORE,1.0,0.954
R_4H1Izll8EGknlaJ,Valence,CHERISH,1.0,0.866
R_4H1Izll8EGknlaJ,Valence,PULVERIZE,2.0,0.92
R_4H1Izll8EGknlaJ,Valence,SMASH,2.0,1.02
R_4H1Izll8EGknlaJ,Valence,KNIFE,2.0,0.831
R_4H1Izll8EGknlaJ,Valence,SLAUGHTER,2.0,0.964
R_4H1Izll8EGknlaJ,Valence,SLASH,2.0,0.853
R_4H1Izll8EGknlaJ,Valence,POLLUTE,2.0,0.958
R_4H1Izll8EGknlaJ,Valence,DELETE,2.0,1.186
R_4H1Izll8EGknlaJ,Valence,CORRODE,2.0,0.825
R_4H1Izll8EGknlaJ,Valence,DESTROY,2.0,0.861
R_4H1Izll8EGknlaJ,Valence,DIRTY,2.0,0.944
R_4H1Izll8EGknlaJ,Valence,LAMENT,2.0,1.363
R_4H1Izll8EGknlaJ,Valence,DISTRESS,2.0,0.916
R_4H1Izll8EGknlaJ,Valence,OFFEND,2.0,0.919
R_4H1Izll8EGknlaJ,Valence,DISPLEASE,2.0,1.05
R_4H1Izll8EGknlaJ,Valence,DISMAY,2.0,1.02
R_4H1Izll8EGknlaJ,Valence,CRITICIZE,2.0,0.939
R_4H1Izll8EGknlaJ,Valence,DREAD,2.0,0.861
R_4H1Izll8EGknlaJ,Valence,MOURN,2.0,0.999
R_4H1Izll8EGknlaJ,Valence,LOATHE,2.0,1.011
R_4H1Izll8EGknlaJ,Valence,WORRY,2.0,0.88
R_4H1Izll8EGknlaJ,Phys/Psych,TRUST,2.0,0.927
R_4H1Izll8EGknlaJ,Phys/Psych,PINCH,1.0,0.927
R_4H1Izll8EGknlaJ,Phys/Psych,REGRET,2.0,0.927
R_4H1Izll8EGknlaJ,Phys/Psych,BUILD,1.0,0.927
R_4H1Izll8EGknlaJ,Phys/Psych,CUDDLE,1.0,1.022
R_4H1Izll8EGknlaJ,Phys/Psych,REPAIR,1.0,0.905
